label,body
0,Millions flee South Sudan to escape death https://t.co/EbBELhWzoi Follow For More https://t.co/T0t6KsYbFt
1,"@CodeAud @dcgilltx @UN EU committing cultural suicide letting them in-Islam=Conquest by Migration,High Birthrate,Ra… https://t.co/MQR1zFopwI"
0,"Honored to be up @GuernicaMag today with a piece about the desert, migration, mothers, and mountain lions. (… https://t.co/cl84iUibin"
0,"RT @DateanInmate: Muslim Refugee Rapes Woman To Death, Proclaims 7 Words When Court Frees Him

https://t.co/rdndNhvVX7"
0,@mikkiconnors #Hannover:German woman stabbed to death by Syrian refugee on her doorstep Total cover up from  Media… https://t.co/eDpZMSquFB
1,"RT @franxstrax: they did not 'die': they are bein systematically abandoned by passeurs who tell them Libya is near,  as armed force… "
0,"RT @refugeecouncil: 'If you try to run, they shoot you and you die' - harrowing experiences of children fleeing alone to Europe https://t.c…"
1,Drowning Death of Syrian Refugee Leads to Free Swimming Lessons for Other Refugee Children https://t.co/neb9X0DZ3h via @nbcsandiego
0,Stop it with your Chritianophobia! It’s the Federal Government that sets the laws. And they are nothing new; assist… https://t.co/lOmSsmEBZU
1,Preliminary Report: The fire in Bar Elias Refugee Camp caused the death of one child and wounded 7 persons.… https://t.co/Om7x8iu8gV
0,"“The Only Good Muslim Is a Dead Muslim” Remember, most terrorists in the US are white Christians. https://t.co/uVwzNdQFCH"
1,"NGO says 100 missing in Med after migrant boat capsize
 https://t.co/slru42yoXg"
0,RT @MrLachris: An Afghan asylum seeker went on trial in southern Germany on Tuesday accused of stabbing to death a compatriot mother-of-fou…
0,"RT @TassAcf: @standardnews Dear Standard, I must've missed your outrage the other day Kelvin MacKenzie joked about ‘Corbyn knife… "
0,RT @Th3threeMC: I sure love spooders climbing death border walls endlessly drawing out the game. Especially when they're a high pre… 
0,https://t.co/CWyBtzAFek Border Police volunteer gets 7 months in death of Palestinian - Ynetnews https://t.co/wL0vmY03xy
0,"16 Rohingya, including children, drown fleeing Myanmar https://t.co/vhwCILlK9I #jakpost"
0,"#LatestNews: BREAKING: Eight dead, ‘many’ missing migrant boat accident"
0,Az migration trends tracked on 'death map' of discovered bodies https://t.co/FAAgJgPd6P
0,"Se les escapa La Patrona y La Bestia, y quieren atrapar al asesino de un abogado muerto hace 8 años. Estamos mal..."
0,Sadly ironic. How many have already died in detention? #Manus #Nauru #RefugeesWelcome  https://t.co/eoDYdsPMsd
0,@DDonsmith007 @AP Idk. I feel for those brought here as children. They know nothing but America. But I'm also dead… https://t.co/cX0AwyBZxM
0,RT @Aditya78473295: Pls Watch what the hell Pakistan terror action border is doing with us we can face hanging death until dead we can… 
1,"RT @CulturOfFreedom: Everybody! Watch @chrislhayes smirky coverage of the #WeinerSexting debacle. 

If I cared about his poultry face Id… "
0,"7,400 Babies were born in refugee camp without a single death. White House is ending support #FundUNFPA @undispatch https://t.co/vtHQLGpWZI"
1,"Mediterranean migrant death toll for 2017 tops 1,000 https://t.co/fjmENkspxg https://t.co/fW6ZdrILll"
1,#BorderPolice volunteer gets 7 months in death of Palestinian https://t.co/rj02aI7amF https://t.co/xwGXGqayR5
0,RT @donate4refugees: A 25 year old Sudanese-Eritrean refugee was found dead in Paris last Thursday 8 March. A man traumatised by his past;…
0,"RT @Rtlhart: Sweden: Woman raped to death by Somali migrant, who cannot be deported: https://t.co/sO9vUAqFZA @AMDWaters @TRobinsonNewEra @j…"
0,Okay... where to get these?? 😊 https://t.co/rM7gvKifBx
0,"RT @globaldefence: Die großen Problemlöser Frankreich und Deutschland treffen sich mit Italien. Jetzt wird alles gut!
https://t.co/dTJPSYGw…"
0,RT @jarahsarvis: My last @cronkitenews story is about a project that maps the remains of found deceased migrants in southern AZ:… 
1,"RT @SuchNigel: "" It'll be dead on arrival ""

#Nauru
#Manus

https://t.co/rtR39DnFg1"
1,8 migrants die from asphyxiation in Ruvuma region https://t.co/s9Dm3t3XkM
0,#LaCafeteraEsperanzaAlaFuga y la Francia xenófoba https://t.co/ZxkHAS4u9v
1,15 Syrian refugees - some of them children - have been found frozen to death while trying to cross the mountainous… https://t.co/jyOb9tsN0K
0,I now know what I want for my birthday... https://t.co/rTIhm286rK
1,"What a surprise.

The UN is also pushing for Europe's cultural suicide. 

God help Europe. https://t.co/ng4uUMEC8h"
0,RT @rachshabi: To clock how far right shifted: most UK press present Tory manifesto of migrant blame&amp; death tax as 'mainstream' and centrist
0,RT @Ahmad_Noorani: Tension rises between two neighbouring South Asian nuclear states following capture and death sentence to an allege… 
0,"Eastern European migrant enriching Britain? #Brexit
https://t.co/3g9O0OE2Hw"
0,RT @Habibies: A 15-year-old Afghan refugee boy shot dead by flat-owner in #Karachi after he demanded Rs.25 for cleaning the... https://t.co…
0,"RT @NeueRechteWatch: Spürt ihr auch diese liberale Flüchtlingspolitik europäischer Regierungen, gegen welche die Outlaws der IB im Mitte… "
1,VIDEO: Nigerian Man Jumps To His Death After He Was Evicted From Refugee Camp In Italy  - Gistmania https://t.co/EPmkPiT2wN
1,"RT @uwchr: We are proud to sponsor @8borders8days at #SIFF17, promises to be a powerful vision of Syrian refugee experiences:… "
0,"Spürt ihr auch diese liberale Flüchtlingspolitik europäischer Regierungen, gegen welche die Outlaws der IB im Mitte… https://t.co/8HuS6wTICV"
0,"RT @joeyayoub: Europe will add this episode to its long history of barbarism. There is no refugee crisis. Just a Europe crisis.

https://t.…"
0,"RT @laboescapes: Global Border Death Conference, Amsterdam 14-15 June 2018  Extended deadline for abstract submission: 15 March 2018
https:…"
1,"Italian Coast Guard let dozens of refugees drown, phone calls reveal https://t.co/g8DXbtxVRE
#refugeesGr"
0,"RT @UNmigration: 341,055 migrants incl refugees arrived by sea to Europe
4,271 dead/missing https://t.co/Dc8umzcLLs #MigrationEurope https:…"
0,Sounds about right for this savage religion. No woman should be subject to this type of degradation https://t.co/29RmHVY3yd
0,Sure this is right. @CER_London called for #EU civ-mil mission in #Libya to create safe zone &amp; process migrants:… https://t.co/N8jnYbfcee
0,"BREAKING: Eight dead, ‘many’ missing migrant boat accident #AkwaIbom"
0,"RT @msianinsight: 16 Rohingya, including children, drown fleeing Myanmar https://t.co/34Kl7Nypfy"
0,Migrant 'bound for Britain' burnt to death in Cannes https://t.co/bOL8xyJnis Follow For More https://t.co/yp3T6BN7b9
0,"RT @rranwa: ""Khan has been waiting for an urgent MRI for over 10months. #Faysal had similar symptoms &amp; delays led to his death. https://t.c…"
0,RT @rranwa: #BringThemHere before there is another death.  #sackDutton for lying &amp; for disregarding safety of staff and refugees https://t.…
0,"DEATH PENALTY FOR EVERY GOD DAMNED 
POLITICIAN 
JUDGE
PROSECUTOR WHO ACCEPTS MONEY FROM MUSLIMS OR SOROS
IMMEDIATELY https://t.co/HDa0dyWr8d"
0,What will the LNP do when they've hounded every asylum seeker to death or out of the country? Who do we hate/ostrac… https://t.co/TOaTuVc0Mk
0,"""Khan has been waiting for an urgent MRI for over 10months. #Faysal had similar symptoms &amp; delays led to his death. https://t.co/HW6S7sMDXK"
1,"@SkyNews 9 thousand missing refugee children in Germany , the world this so-called EU-civil (!) because it is silent?"
0,RT @PetefromHayNSW: Amnesty fails to explain to @Kieran_Gilbert how death of 1 asylum seeker in detention since 2013 is worse than 1200… 
0,@AnneJongeling @SamvanRooy1 Klopt!! https://t.co/S91p8kwoiY Naffers en een spiegel voorhouden is een match made in hell
0,"RT @AmyMek: Keep these savages OUT of America! 

MUSLIM ""Refugee"" kids threaten the Dutch people with death unless they convert… "
1,AFP: #UPDATE NGO says 100 missing in Mediterranean after migrant boat capsize https://t.co/jkykyjaC2H
0,Turkish dogs beating while insulting desperate Syrian refugees. Is this the welcome refugees running from war and d… https://t.co/7SU8rtvp6X
0,"RT @AngeloJohnGage: Why should a sovereign nation have to do anything is doesn't want to do?

Death to globalism. https://t.co/JWi1cmmxx2"
1,Documentary on Germany's @WDR. Overnight 3.2m EU citizens in UK became unwanted migrants: no future on the island? https://t.co/HryxXC9rJG
1,@bluesmokinghand @HarrellRyan1 @RightNewsUK Migration plans are fine as long as it doesn't include accepting people… https://t.co/4bzSQyQwoX
0,"Migration, a death defying feat, but sadly not all Bewick's make it. Read more in our weekly round up &gt;… https://t.co/0nLoIGIawp"
0,"Petition against deportation of known dissident Ibrahim Osman Ali from FR to NL, from where he may be immediately d… https://t.co/8fMuKUPG7Y"
0,RT @IngeVienna: Sklaverei in #libyen- das Land wo die #eu überlegt Internierungslager einzurichten für Flüchtlinge. Großartige Idee… 
0,RT @Percolator_HNJ: De enige vluchtelingen die #Hongarije zal accepteren zijn mensen die wegvluchten uit West-Europa omdat ze zich daar… 
1,RT @TimesofIsrael: 100 feared dead after migrant boat capsizes in Mediterranean https://t.co/xLxshhDHAu
0,"RT @_silenzi0: @SPIEGELONLINE #Africa population: 1.2(!)B.

🇪🇺#EU27: 450M.
💶#Eurozone: 340M.

🔴w/o secure border Europe COULD DROW… "
0,#MarineLePen #Marine2017 #ElectionsPresidentielles2017#JeVote https://t.co/8aeFjMSBvA
0,I think the death penalty is applicable https://t.co/fx6zO8gKyJ
0,"RT @547George: when we consider the obvious long-term effect of immigration, that is, #whitegenocide, Mormons have a word4them: so… "
0,@LibertyNews1776 @irmahinojosa_ @Rambobiggs @BAMedia45 All the dogs being put to death and some won't say a word ab… https://t.co/gmUyoCJlmh
0,RT @somuchbullsh: @CFMEUJohnSetka @RBJRON We believe in an Australia that rejects people arriving by boat who seek asylum and we igno… 
1,"RT @Percolator_HNJ: Civil war looms in Europe... With pecial thanks to europhiles like Merkel, Juncker, Rutte and Timmermans. #EU https://t…"
0,"Muslim Migrant Rapes Woman To Death, remains in Sweden and commits new crimes https://t.co/9gDh2ebSRH"
0,"In Hungary: Austrian migrant death truck trial set for June 21: The bodies of the 59 men, eight women and… https://t.co/7AVHyZCdl9 #news"
1,"Civil war looms in Europe... With pecial thanks to europhiles like Merkel, Juncker, Rutte and Timmermans. #EU https://t.co/SReUVMnKmO"
1,"Australia: Known wolf, Somali refugee, shot dead in ISIS-inspired attack https://t.co/LFE8wwaACh via @wordpressdotcom"
0,"The ""So what?"" factor that is so often missing in our work as migration scholars. https://t.co/D6Tln88DFn"
0,"RT @UschiJacobs: Unfassbar wie grausam die Menschen sind, werde es nie verstehen... 😢@SEENOTRETTUNG #PeaceAndLove #RefugeesWelcome https://…"
0,The death of a failed asylum seeker in Swansea has sparked a call for a full inquiry #Wales https://t.co/KLo04S5ZDZ
1,Thousands of Nigerian Migrants Die In the Desert Regularly-NAPTIP https://t.co/hnkvXxsxxJ
0,RT @Honingpot: Stop die gekte en donder die gelukzoekers heel gauw terug waaf ze vandaan komen. Andere kant van de zee. https://t.co/AvH4fm…
0,@vanbadham Dealing in death is something the Libs are so used to! Refugee repatriations etc. they're just trying to… https://t.co/M5duzRb6jT
0,Stop die gekte en donder die gelukzoekers heel gauw terug waaf ze vandaan komen. Andere kant van de zee. https://t.co/AvH4fm6wum
1,#Nigeria #news - NEWS 16 MIGRANTS DIE AS BOAT SINKS OFF GREECE https://t.co/RN3gRZxp0h
1,RT @Justice_Upheld: Work migrant #JenniferDalquez sentenced to death by UAE Court - verdict due to be delivered: Wednesday 24 May 2017: htt…
0,Migrants drown as Libya boat to Italy sinks https://t.co/vQLzPD4jFf
1,"Death on the border: Arizona used rancher's killing to justify harsh immigration laws, but the truth of the... https://t.co/gUh4eUM0Uo"
0,"Breaking: Death toll from #migrant boat sinking increases to 16; 9 bodies recovered in Greek waters, 7 in ... - https://t.co/l4X6QT1dl8"
0,"RT @MollyeBV: Can the family of an unarmed teen killed by border patrol, sue over his death? At issue: Mexican natl, shot across… "
0,"RT @ProfessorWerner: ship ""Aquarius"" back on the Libyan coast, waiting for migrants to ferry them all the way across the Med to Europe,… "
0,"1 Dead, Hundreds Sickened by Food Poisoning at Iraqi Refugee Camp https://t.co/BlDnW5gImU"
1,"RT @RichardCleland1: @cjwerleman .

Tell that to this little Swedish girl. Oh tha's right, you can't, she's dead.
Murdered by a Muslim ""… "
0,RT @votefishfinger: Immigration / Asylum detention centres - run for profit. That means when people risk life &amp; death to come here PROFIT.…
0,"RT @Percolator_HNJ: Woningen van autochtone Duitsers worden geconfisqueerd om migranten te huisvesten, die illegaal 't land binnenkwame… "
0,Africa: Death Rate Doubles for Migrant Domestic Workers in Lebanon https://t.co/b9DyyDCBAk #afmobi
0,Pour ces enfants c'est une vocation! Nous ne devons pas prendre le risque d'accueillir ces enfants dans notre pays… https://t.co/kzEfFhwOkY
0,"A rando writes. Where facilitate the invasion means not turn the boats back, while migrants drown in their thousands https://t.co/cZX2DVNUN7"
0,RT @davidsheen: .@firstlookmedia distributing documentary on African refugee stomped to death @ Beersheba bus station by Israeli mo… 
0,"Greece: Death toll from migrant boat sinking reaches 16, with 9 bodies recovered in Greece… https://t.co/IujfgsCBxE"
1,"You are more worried about Rohingyas who shd be taken in by BD as it is 1st country they cross, rather than doing j… https://t.co/mXdD6hgMWX"
0,My dog worships the puppy... my daughters border collie... scared to death of it
0,"RT @Blondemevrouw1: Lees: The suicide of Reason. 

En: VN Replacement Migration. 

En: Kouwenhoven Kalergi EU prijs. 

Wees voorbereid. htt…"
0,"RT @Death2RapeGangs: #Brexit Still Comes First For Me. Couldnt care less, no one is caring for OUR ppl  ( raped english girls  https://t.co…"
0,Re-writing applications for the cloud is a death knell for #CloudMigration. Find out why-- #cloudsuccess  #migration https://t.co/YL9dvQM45h
1,"Still mad, this man. He doesn't know what look like those Concentration Camps. No idea of Death Camps in N.Korea? o… https://t.co/gKh9fAdhjs"
0,"this man should be put to death, no meme https://t.co/IFlCspeJ1N"
0,"L'Aquarius est de nouveau devant les côtes libyennes et attend des bateaux de migrants.
Pourquoi personne ne sy opp… https://t.co/ymFqwWsUmC"
0,"Tja, Istanbul ist halt nicht Köln, Erdo ist nicht Angi. da gibts auch ma paar auf die Fresse zurück, diesmal mit To… https://t.co/dtBALwBIaq"
0,RT @JoumanaGebara: #Germany favors #refugees #migrants #asylumseekers over its own citizens even if they are poor Germans https://t.co/OwMC…
0,RT @JoeJoejoe2312xx: @EU_UK_Citizen @nickreeves9876 Drown them in the Aegean Sea
0,@JL02048628 @martuk56 @maklelan @ElizaBleak @mrv1921 @PrisonPlanet Guess we need a refugee program for them. Africa… https://t.co/qnHUmE4r0l
1,"100 feared dead in Med after migrant boat capsize: ROME (AFP) - Around 100 people were missing, feared drowned, in… https://t.co/JasSVg678D"
0,RT @AGrassey0205: I don’t usually comment on these types of things because it doesn’t deserve the time but this is frustrating. This isn’t…
1,Stop illegal migration &amp; needless death on today's trail of tears. Secure the border! Built a fence. https://t.co/FlooQvUAqQ
0,RT @OdendahlC: Sozialmissbrauch und Einwanderung in die Systeme ist empirisch kein relevantes Phänomen. Oder habt Ihr andere Zahle… 
1,"RT @uomoappassito: Et quand ils se noient pas, on les laisse crever de soif, de faim ou de manque d'hygiène. Hein @gerardcollomb,… "
0,"RT @egavactip: ""The Only Good Muslim Is A Dead Muslim""--article on Garden City, Kansas, militia terror plot.
https://t.co/hRkJX9Q3M8
Thanks…"
0,"RT @Blaisewell: ""[[[2016]]]? I [[[CAN'T EVEN]]]. Every day there was a new [[[HATE CRIME]]] happening, almost [[[EVERY DAY]]] we got a new…"
0,Still how many deaths will it take 2stop this murderous madness Muslim immigration?How many families will cry for t… https://t.co/rk3DY8Z8ZL
0,Every dot on this map marks a refugee housing accomodation. You are now witnessing the death of Germany https://t.co/tcbjwz6SzU
0,(っﾟ⊿ﾟ)っ !　　　　　　　 'The Only Good Muslim Is A Dead Muslim' https://t.co/Bk93LfuVNI
0,"@Annamariac16 @AWAKEALERT @Wonam6 @TulsiGabbard Yes, there are 10thousand plus Syrian refugee children missing &amp; un… https://t.co/BmglWoqcDx"
0,I'm fascinated by this. Read Into the Gray Zone: A Neuroscientist Explores the Border Between Life and Death by… https://t.co/0JNfjA7SCl
0,"RT @saksivas_: Congolese 'Refugee' Beat 64-Year-Old Woman To Death In New York.
#TravelBan @POTUS 
https://t.co/XEikEgBMZq https://t.co/tWX…"
0,“The Only Good Muslim Is a Dead Muslim”   https://t.co/3QQ8JfRNEL Typical white supremacist Trump supporters. @realdonaldtrump @gop @nytimes
1,"RT @bluelivesmtr: Killed just before the 2012 election, a local reporter questions if this hero's death was an Obama Admin cover-up.
https:…"
0,"RT @jwkinsella: 1 in 4 Swedish women predicted 2 be raped.Rapes have increased1,472%.Muslims represent 77% of rapists. Sweden serve… "
1,"bluelivesmtr: Killed just before the 2012 election, a local reporter questions if this hero's death was an Obama A… https://t.co/IvXcPl8HXi"
0,"RT @mdskar: [between age 10 to 90]
- The #Rohingya dead bodies taken away to their Battallion Base at #ChinThama village after the summary…"
0,More than 1000 refugees and migrants drown in the Mediterranean Sea so far this year https://t.co/JtsZ4rsQ9R https://t.co/QcP0l0FvrH
0,"Uhm, wind turbines provide a plentiful recurring data set of dead birds.... https://t.co/qi1uAf8XYq"
0,"@realDonaldTrump YOU MAKE ME SICK AND YOUR @ICEgov ARMY

Report (including video evidence) shows that US border pat… https://t.co/98o0enR4Ak"
1,Questions remain over U.S. border agent's shooting death near Bisbee https://t.co/qaPjHnVlCO
1,"RT @MiekeBush: Einen Doppeldeckerbus mieten, und die gesicherten Gäste zurück in ihre Heimat bringen?
#Berlin https://t.co/uXMAA3fYT2"
0,Myanmar Rakhine: Rohingya refugees drown amid exodus https://t.co/oLpVVTsIiI #worldnews #news #breakingnews
0,RT @rachshabi: To clock how far right we've shifted: most of UK press present Tory manifesto of migrant blame and death tax as 'mainstream'…
0,RT @ChrChristensen: Good thing Trump stopped those 1000 Syrian refugee kids fleeing death from coming to the US &amp; turning the country into…
0,"RT @FierceReads: SAINT DEATH is a dark, timely, and compulsively readable look at life in a Mexican border town. Start reading now!… "
1,#UN's @IOM promotes #migration. Here's a list of the #Dutch #mostwanted. https://t.co/XFVHh9yZ5H @DefendEvropa @V_of_Europe #diversity
0,"Asylum limbo: the woman who can't stay in Britain, but can't leave either https://t.co/UJGRVgaa2C"
0,"RT @Conflictszone: Shocking Pictures
Death toll in Coalition Air-Strikes in Albu Kamal, Syria / Iraq border 2 days ago reaches 66 kill… "
1,"#Ultimora #Notizie Six migrants drown in shipwreck off Libya
  https://t.co/NBVgHFwS2L"
0,Millions flee South Sudan to escape death: https://t.co/X1gc9hjJXe - https://t.co/GJjoF4Kuy2 - RSS Channel - World #Latest
0,Start up the military draft for all immigrants. https://t.co/bo9r5xZ4JB
0,@virtualwinegal @altNOAA @united Right?  Remember the images of the dead Syrian refugee babies? Never heard anyone… https://t.co/XAI4jpVOf2
0,"Only the brain dead could say that. It puts pressure on NHS, schools, welfare, housing, courts, prisons, etc etc https://t.co/3rp01JWXUD"
0,"Won't it be great when all the illegals are gone and there's no murder, ever, anywhere? https://t.co/QZ8EDuCF11"
0,"A newly arrived refugee child, Azala Begum do Harun has been missing for... https://t.co/Of2iwXVWwP via @YouTube"
0,RT @IndianExpress: Mehbooba Mufti expresses grief over death of two civilians in cross-border firing from Pakistan https://t.co/9u0eNlmrK7
0,Slave labour? Death rate doubles for migrant domestic workers in Lebanon: https://t.co/cxLEjH2Ah9 (@irinnews) #Ethiopia #ILO #UN @hrw
0,"RT @Darth_VaderNo1: Travelling East today to the English Welsh border ... 
Back to the Death Star sunday evening.."
0,#MehboobaMufti expresses grief over death of two civilians in cross-border firing from Pakistan… https://t.co/r0BljAwNiA
1,Dozens of migrants drown off coast of Costa del Sol as rescuers fear Mediterranean asylum seeker crossings could …… https://t.co/UMU6dgHiXU
0,Fact RT @MarkACollett: The media used the death of one migrant to guilt trip Europeans into opening (cont) https://t.co/tsE2mjUofN
0,RT @cerci_elena: @kvictoria1103 @pegidarocks Nah migrants refuse that ... WE die
1,Inmigrantes Venezolanos (opositores a Nicolás) agreden a inmigrante Peruano en España (VETE de aquí muerto de hambre). ¡FASCISMO PURO! ☕️
1,RT @Brenda24254809: Maar die afrikaanse apen gaan wel lekker uit hun dak! Hoor die junglegeluiden eens 🐵🙉🐒🐒🐒 https://t.co/RRyXnnywUX
0,RT @PaniDubito: @SaveMySweden @leonardo1jack @lilysei @AndreasDefconi @RaeAbrahams @EzidenWeltweit @MichelleRempel @khalid_ELIAS197… 
0,"@EricHolder U know what is ""dumb?""  How U where never held accountable for the death of a BORDER AGENT!!!!!!!!!!… https://t.co/e8aWLMIA7i"
0,"RT @smugglingpaths: The ""So what?"" factor that is so often missing in our work as migration scholars. https://t.co/D6Tln88DFn"
1,"Refugee deal 'dead on arrival', says US expert | SBS News https://t.co/yugfDMGswB You might know it as 'Fucked Up Again'?"
0,"RT @StoryHaikuTanka: Aegean shore ...
soaked teddy bear
and dead child

https://t.co/d4zpYF8oRD #haiku #poetry #micropoetry #refugee"
0,"RT @AdamWalkerGB: Foreign policy has resulted in mass migration, growth in terrorism, the death of our brave soldiers. And enormous profit…"
0,"RT @lammertdoddema: 17 Rohingya, including children, drown fleeing Myanmar: Cox's Bazar (Bangladesh) (AFP… https://t.co/EpashuGZkv #Tips2Tr…"
0,RT @asielenmigratie: Boats 4 People publishes information guide for families of migrants who die or go missing while crossing Central M… ht…
0,RT @JdkiddD: Obama created the illegal immigrant influx. Jun. 2012 stopped deportation of illegals that came to U.S. as children… 
0,"#Greece| 16 migrants die crossing the #Aegean Sea as boat sinks off #Lesbos' island 
https://t.co/z1F2nPXmFD"
1,RT @mcashmanCBE: Fifteen Syrian refugees - some of them children - have been found frozen to death while trying to cross the mountainous bo…
0,RT @KruntFrucker: We are in great danger of not being shocked &amp; outraged by this ever increasing wave of refugee crime. It's normalis… 
1,"RT @OrganicJeremy: Being an ""inclusionist"" does not merit irresponsible immigration &amp; unfettered refugee policies. U #LibTARDs R completely…"
0,"Signs of #opioidepidemic easing slightly in Mass. Awareness, treatment, border security: Thank you @realDonaldTrump  https://t.co/3Zprt3ru6G"
0,#BringThemHere before there is another death.  #sackDutton for lying &amp; for disregarding safety of staff and refugees https://t.co/g9y6E6E2Gd
0,"Our border are burning but BJP are keeping us divided on cow,love jihad,3Talaq!Time 2concentrate 4unity,not politics https://t.co/HbbpYr5Su6"
0,"RT @MikeSmith4Prez: You are not pro-life if you only care about life in the womb. The prisoner on death row, the refugee, the poor man, the…"
0,"OnlinePatriots: After an asylum seeker brutally raped a woman to death, he was arrested and charged with murder. H… https://t.co/yDpTS3R48d"
1,At least 30 African migrants drown after boat capsizes off Yemen https://t.co/hNxuXx7VVs via @TheNationalUAE
0,15-Year-Old Boy Stabbed To Death By #Muslim ‘Refugee’ For Preventing Young Girl From Sexual Assault https://t.co/yD8iCAOpCy via @usasupreme
1,"Migration: At least 24 migrants bodies recovered Tuesday in an eastern suburb of Tripoli, Libya.  https://t.co/IkCUzb3niY"
1,Attempt to deport Afghan #asylumseeker fails after pilot refuses to take off/ Thank you to the #pilot &amp; activists. https://t.co/OPY1TXTJkE
0,"RT @equiboxiz: ""rescued"", die please🤢 https://t.co/ZWKVYeMgyV"
0,Death toll from migrant boat sinking in Aegean rises to 16 - KIRO Seattle https://t.co/8fhWDhYxHA
0,"in #Serbia, violent relocations of #refugees &amp; #migrants to #Preševo, in #Greece, worries about coming heatwave.
https://t.co/5H5TD3poB7"
0,Border agents beat an undocumented immigrant to death. The U.S. is paying his family … https://t.co/VD4OPLq2fC ➜… https://t.co/cCOIfSGYRn
0,"RT @twitmadin: Not only no women or children, missing at least 32 genders; white yellow beige &amp; red people; &amp; I dont see any wheel… "
1,RT @EuropeStreet: Documentary on Germany's @WDR. Overnight 3.2m EU citizens in UK became unwanted migrants: no future on the island? https:…
0,"Not only no women or children, missing at least 32 genders; white yellow beige &amp; red people; &amp; I dont see any wheel… https://t.co/myhk8hkeRd"
0,"Socrates: either death is a state of nothingness and utter unconsciousness, or there is a change and migration of the soul (Apology)"
0,RT @deathpigeon: Lauren Southern is a literal fascist who wishes death upon refugees. https://t.co/6vqyJccS2j
0,Lauren Southern is a literal fascist who wishes death upon refugees. https://t.co/6vqyJccS2j
1,I would be open to beating this man to death . https://t.co/3mKU9Xhvj5
0,"RT @eatps_: ⚠️ Another sadly weekend in the Mediterranean: refugee death toll for 2017 now above 1,300 after two more sinkings...https://t.…"
0,"Too much poverty na him make african dey go die for ocean looking for new world but Oyinbo self visa wahala add too

https://t.co/Ve4ZW9qSNw"
0,RT @LieDeeYah: @dcexaminer Eric Holder the man RESPONSIBLE 4the death of an American Border Agent Murdered w GUNS sent over the bo… 
0,@dcexaminer Eric Holder the man RESPONSIBLE 4the death of an American Border Agent Murdered w GUNS sent over the bo… https://t.co/13UdCZfUAE
0,"RT @MidAtlantic76: Death penalty is the only option for this man, of course after a fair trial. https://t.co/i2B8QQQ5UD"
0,"RT @abususu: Last night, #IS again attacked #Rukban refugee camp betw #Syria and #Jordan. My source says 15 dead. https://t.co/sPwiMruU0J"
0,"""death panels"" ""partial-birth abortion"" ""chain migration"" ""clean coal"" ""war on Christmas"" ""Obamacare"" ""anchor baby""… https://t.co/xycCNilBuf"
1,"RT @dromografosNews: 10 missing after migrant boat capsizes on river between Turkey, Greece - DailySabah https://t.co/xuN9LkqT9n https://t.…"
0,RT @irinnews: Slave labour? Death rate doubles for migrant domestic workers in #Lebanon @aliceysu reports https://t.co/MQ4qX5otRa https://t…
0,"@JZarif 6members hindu including 3children shot dead by #Rohingya terrorists.

https://t.co/VHaeVyePIc

#Rohingya t… https://t.co/qWjVqQpqqL"
0,"@VendettaVimiera Sign up to die for Estonia goyim!

(and then they can also make Estonia take migrants cuz no muh holocaust/AIPAC)"
1,Migrants drown as boat capsizes off Yemen coast amid reports of gunfire - CNN https://t.co/Vhk9tmXZd7
0,"This is desperate stuff. Using Jo Cox's death to promote your pro-migration agenda.

You tried that last year and w… https://t.co/FJo74BtVkJ"
0,At least eight drown as migrant boat sinks off Greece's Lesbos. #migrants https://t.co/e1BRm4tW6q https://t.co/tqnpnB9iGF
0,RT @scrowe_unicef: And this on a day just 2 years after EU-Turkey Statement closed most paths for refugees and migrants. There is a way to…
1,"""UK Government's attempt to deport Afghan asylum seeker fails after pilot refuses to take off.""

Everyday activism.

https://t.co/Crm7kRan6K"
1,Will India respect ICJ verdict in 1984 Sikh genocides? https://t.co/6oxnGVIddj
0,"RT @drzarni: Meet ""Bengali extremist terrorists""!Myanmar's ref. to angry, desperate #Rohingya men in revolt as world lifts not a… "
0,#Hungary don't accept them! Look at Western Europe....it is a mess! https://t.co/Jo3i8nlID2
1,"🤔...And Aussies complain b/c we house, clothe, feed &amp; rehome ALL boat ppl who  come to our waters thru ILLEGAL chan… https://t.co/tiTHwmMjyI"
0,DISGUSTING. BUILD THE DAMN WALL.  BRING BACK THE DEATH PENALTY @realDonaldTrump https://t.co/Fnb9OZGWMm
0,15-Year-Old Boy Knifed To Death By Muslim 'Refugee' For Preventing Young Girl From Sexual Assault https://t.co/9Qou4bH9vF via @usheraldnews
0,RT PetrakMelissa: “Bloodless Death: Thinking the Refugee Crisis With Hannah Arendt” by Arendt_Center https://t.co/WYpXUzDtaF
0,Death would be too easy... https://t.co/oLMaXNQB2U
0,In memory to Bangladeshi migrant #Manan stabbed to death 6y ago during pogrom orchestrated by neonazi #GoldenDawn… https://t.co/do7v4ChbzK
0,"@CollinsMikeyc @aenea2662 UK +US Foreign policy = million+dead &amp; counting, destruction of countries, biggest refuge… https://t.co/JPEl7y2SZ5"
0,RT @POTUS_Tweets: Still no response @PayPal? The world knows you know about this. Be prepared for it to hit the mainstream press in 2… 
0,The UNDER reporting of our communist press AND MEDIA In Florida a Haitian Migrant Is Sentenced to Death for Slashin… https://t.co/sUOlrxTpb5
1,RT @horsesandhounds: Muslims bring nothing to the world but death and destruction. Can't imagine why any country wants to import these w… 
1,Muslims bring nothing to the world but death and destruction. Can't imagine why any country wants to import these w… https://t.co/q4bFiWaY6x
